,cell_name,cell_type_herm,Gender_herm,indegree_herm,outdegree_herm,degree_herm,instrength_herm,outstrength_herm,strength_herm,BC_wei_herm,BC_wei_norm_herm,BC_bin_herm,BC_bin_norm_herm,eccentricity_herm,CC_wei_herm,CC_bin_herm,LE_wei_herm,LE_bin_herm,cell_type_male,Gender_male,indegree_male,outdegree_male,degree_male,instrength_male,outstrength_male,strength_male,BC_wei_male,BC_wei_norm_male,BC_bin_male,BC_bin_norm_male,eccentricity_male,CC_wei_male,CC_bin_male,LE_wei_male,LE_bin_male
175,RIVL,motorneuron,GS,6,6,12,39,39,78,1072.0,0.0138212011036332,293.241957765611,0.0037807426028933,inf,0.002453026222372,0.133333333333333,0.0029312213195626,0.166666666666667,motorneuron,GS,4,3,7,32,31,63,0,0.0,251.895489082871,0.0019819932732419,inf,0.0168309609082329,0.5,0.01551400221926,0.416666666666667
176,RIVR,motorneuron,GS,5,5,10,43,43,86,1624.0,0.0209380882390862,130.97070532364,0.0016885937098532,inf,0.0035724487830103,0.2,0.0043388753792639,0.25,motorneuron,GS,5,6,11,49,50,99,1560,0.0122745727504485,1592.77140780441,0.0125324285384164,inf,0.0055149392652666,0.14,0.0056991854878017,0.15
177,RMHL,motorneuron,GS,4,4,8,11,11,22,176.0,0.0022691524199994,190.363987849374,0.002454346043802,inf,0.0,0.0,0.0,0.0,motorneuron,GS,6,6,12,30,30,60,3340,0.0262801749913449,5153.37684546572,0.0405483967949652,inf,0.0010883047758167,0.0666666666666667,0.0,0.0
178,RMHR,motorneuron,GS,3,3,6,6,6,12,0.0,0.0,58.2330456263466,0.0007507935023123,inf,0.0,0.0,0.0,0.0,motorneuron,GS,3,3,6,20,20,40,4142,0.0325905643156139,448.192928376771,0.0035265235292289,inf,0.0,0.0,0.0,0.0
179,SABD,motorneuron,GS,4,4,8,24,24,48,214.0,0.0027590830561357,124.255515249079,0.0016020153586689,inf,0.0097848229393621,0.333333333333333,0.0117558936703666,0.416666666666667,motorneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
180,SABVL,motorneuron,GS,1,1,2,15,15,30,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,motorneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
181,SABVR,motorneuron,GS,4,4,8,12,12,24,72.0,0.0009282896263634,213.791906796945,0.0027564001288897,inf,0.0078296253278586,0.5,0.0078296253278586,0.5,motorneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
182,SMDDL,motorneuron,GS,11,11,22,26,26,52,438.0,0.0056470952270441,614.113689206771,0.0079177134319224,inf,0.0014540904631289,0.127272727272727,0.0015340030671934,0.142424242424242,motorneuron,GS,3,3,6,10,10,20,0,0.0,79.4670515034591,0.0006252718621428,inf,0.0,0.0,0.0,0.0
183,SMDDR,motorneuron,GS,12,12,24,23,23,46,1302.0,0.0167865707434053,1339.08802808007,0.0172647434063082,inf,0.0008572989274448,0.128787878787879,0.0013481151470078,0.207070707070707,motorneuron,GS,3,3,6,9,9,18,0,0.0,80.9185400399289,0.0006366926324231,inf,0.0013867225487012,0.166666666666667,0.0,0.0
184,SMDVL,motorneuron,GS,9,9,18,30,30,60,1216.0,0.0156777803563601,590.757565434192,0.0076165849956704,inf,0.0010674112153869,0.111111111111111,0.001285789258061,0.148148148148148,motorneuron,GS,6,6,12,49,49,98,20,0.0001573663173134,1278.53047043274,0.0100598815852511,inf,0.0075350450022045,0.4,0.0130813837031924,0.0
185,SMDVR,motorneuron,GS,5,5,10,20,20,40,1148.0,0.0148010623759057,253.215920144217,0.0032646904430548,inf,0.0010079368399159,0.1,0.0010079368399159,0.1,motorneuron,GS,5,5,10,56,56,112,4181,0.0328974286343751,2228.99908149448,0.0175384688374915,inf,0.0031448896730506,0.05,0.0,0.0
186,SMBDL,motorneuron,GS,7,7,14,11,11,22,516.0,0.0066527423222712,236.463110661322,0.0030486979533962,inf,0.0004991888369921,0.0476190476190476,0.0004991888369921,0.0476190476190476,motorneuron,GS,2,2,4,5,5,10,0,0.0,21.480219603338,0.000169013152703,inf,0.0,0.0,0.0,0.0
187,SMBDR,motorneuron,GS,9,9,18,25,25,50,880.0,0.0113457620999974,487.850295387199,0.006289810672587,inf,0.0027911046059925,0.236111111111111,0.0033555214797234,0.277777777777778,motorneuron,GS,4,4,8,7,7,14,84,0.0006609385327164,556.751870862567,0.0043806995787505,inf,0.0,0.0,0.0,0.0
188,SMBVL,motorneuron,GS,4,4,8,27,27,54,1512.0,0.0194940821536319,31.9763788253215,0.0004122686215585,inf,0.0024228274571095,0.166666666666667,0.0024228274571095,0.166666666666667,motorneuron,GS,3,3,6,20,20,40,52,0.0004091524250149,487.964294487928,0.0038394572002008,inf,0.0,0.0,0.0,0.0
189,SMBVR,motorneuron,GS,9,9,18,34,34,68,1872.0,0.0241355302854491,920.507312898322,0.0118680192993776,inf,0.0020252003119928,0.138888888888889,0.0030429580971537,0.203703703703704,motorneuron,GS,3,3,6,13,13,26,642,0.0050514587857615,764.733714040313,0.0060171664151977,inf,0.0,0.0,0.0,0.0
190,SIBDL,motorneuron,GS,9,9,18,25,25,50,366.0,0.0047188056006807,652.867767950783,0.0084173663385521,inf,0.0021216850024119,0.180555555555556,0.0029322420112346,0.277777777777778,motorneuron,GS,4,4,8,40,40,80,4552,0.0358165738205395,147.374531653469,0.0011595893656049,inf,0.0097425244059867,0.25,0.0047425244059867,0.166666666666667
191,SIBDR,motorneuron,GS,6,6,12,17,17,34,524.0,0.0067558856140893,648.66206099418,0.0083631425310613,inf,0.0022517513725307,0.166666666666667,0.0021065447241608,0.166666666666667,motorneuron,GS,2,2,4,20,20,40,1444,0.0113618481100305,130.461810672987,0.0010265147347825,inf,0.0098921748864974,0.5,0.0,0.0
192,SIBVL,motorneuron,GS,10,10,20,25,25,50,776.0,0.0100048993063614,722.695466557964,0.009317648675356,inf,0.0016200291717293,0.155555555555556,0.0022509485656648,0.242592592592593,motorneuron,GS,5,5,10,35,35,70,4018,0.0316148931482705,742.72627447527,0.0058440049293053,inf,0.001,0.05,0.0,0.0
193,SIBVR,motorneuron,GS,10,10,20,28,28,56,1300.0,0.0167607849204507,1078.53062993707,0.0139053999373027,inf,0.0022500943495247,0.2,0.0027253348390461,0.262962962962963,motorneuron,GS,8,8,16,32,32,64,1548,0.0121801529600604,2392.73639959987,0.0188268057753428,inf,0.000366423417145,0.0178571428571429,0.0,0.0
194,SIADL,motorneuron,GS,5,5,10,7,7,14,0.0,0.0,125.945308307062,0.0016238017109804,inf,0.0004578856970213,0.05,0.0,0.0,motorneuron,GS,1,1,2,1,1,2,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
195,SIADR,motorneuron,GS,8,8,16,12,12,24,0.0,0.0,320.56752369444,0.00413304870548,inf,0.0018083654585133,0.303571428571429,0.0028184780586266,0.544047619047619,motorneuron,GS,2,2,4,2,2,4,0,0.0,171.147861479816,0.0013466454338574,inf,0.0,0.0,0.0,0.0
196,SIAVL,motorneuron,GS,7,7,14,9,9,18,0.0,0.0,288.420288814184,0.0037185772519298,inf,0.0011524498245946,0.119047619047619,0.00123631707467,0.119047619047619,motorneuron,GS,3,3,6,3,3,6,0,0.0,351.515318932983,0.0027658335609871,inf,0.0,0.0,0.0,0.0
197,SIAVR,motorneuron,GS,6,6,12,7,7,14,0.0,0.0,238.625001948563,0.0030765710263861,inf,0.0008952556822126,0.166666666666667,0.0005333333333333,0.133333333333333,motorneuron,GS,2,2,4,2,2,4,642,0.0050514587857615,642.0,0.0050514587857615,inf,0.0,0.0,0.0,0.0
198,DA01,motorneuron,GS,6,6,12,19,19,38,0.0,0.0,96.7812573749884,0.0012477921839945,inf,0.0061725293636417,0.466666666666667,0.0088781847501138,0.711111111111111,motorneuron,GS,3,3,6,12,12,24,0,0.0,0.0,0.0,inf,0.0238541936033155,1.0,0.0238541936033155,1.0
199,DA02,motorneuron,GS,9,9,18,33,33,66,34.0,0.0004383589902271,258.031505227645,0.0033267773552467,inf,0.0042406871600253,0.277777777777778,0.0074558147066999,0.509259259259259,motorneuron,GS,5,5,10,22,22,44,0,0.0,191.342922895892,0.0015055465560058,inf,0.0124366341392438,0.5,0.0134094652231932,0.55
200,DA03,motorneuron,GS,9,9,18,38,38,76,1478.0,0.0190557231634048,717.569003587229,0.0092515536420828,inf,0.0036613043106084,0.277777777777778,0.0050851855613761,0.421296296296296,motorneuron,GS,5,5,10,19,19,38,642,0.0050514587857615,739.504795906067,0.0058186573183683,inf,0.010439544968673,0.4,0.0129187523143951,0.5
201,DA04,motorneuron,GS,5,5,10,7,7,14,0.0,0.0,21.5791228820174,0.0002782177210749,inf,0.0071340559119805,0.7,0.0082551668435086,0.85,motorneuron,GS,3,3,6,11,11,22,0,0.0,0.811507936507937,6.38520077194423e-06,inf,0.0148539534328809,0.833333333333333,0.0164808392203836,0.833333333333333
202,DA05,motorneuron,GS,6,6,12,15,15,30,544.0,0.0070137438436347,26.7441520196239,0.0003448099845236,inf,0.0062617371792859,0.533333333333333,0.0085060576377802,0.766666666666667,motorneuron,GS,8,8,16,63,63,126,0,0.0,0.374242424242424,2.94465760427426e-06,inf,0.0355202630032757,0.982142857142857,0.0374951869849745,0.976190476190476
203,DA06,motorneuron,GS,3,3,6,9,9,18,0.0,0.0,71.5204534508322,0.0009221068751557,inf,0.0088051393303856,0.333333333333333,0.0088051393303856,0.333333333333333,motorneuron,GS,11,11,22,125,125,250,0,0.0,437.935345635735,0.0034458136282042,inf,0.0202619202529051,0.490909090909091,0.0236995914147422,0.63939393939394
204,DA07,motorneuron,GS,5,5,10,16,16,32,0.0,0.0,5.77156201211929,7.44122381078271e-05,inf,0.0111076297178356,0.6,0.0133092436485141,0.8,motorneuron,GS,8,8,16,39,39,78,0,0.0,11.4710461085926,9.02578140920953e-05,inf,0.0207614096108229,0.678571428571429,0.0242643925083493,0.839285714285714
205,DA08,motorneuron,GS,13,13,26,69,69,138,216.0,0.0027848688790902,367.606215825597,0.0047395143991335,inf,0.0054170646990465,0.275641025641026,0.009324330452204,0.556410256410256,motorneuron,GS,7,7,14,40,40,80,174,0.0013690869606269,201.890092577443,0.0015885350185491,inf,0.0138411212666911,0.428571428571429,0.0146856514787889,0.452380952380952
206,DA09,motorneuron,GS,14,14,28,69,69,138,1076.0,0.0138727727495423,352.791273851882,0.0045485066637255,inf,0.0047443049100328,0.313186813186813,0.0092071567997174,0.561355311355311,motorneuron,GS,11,11,22,29,29,58,92,0.0007238850596418,1016.72984962909,0.0079999516069389,inf,0.0052613814214434,0.354545454545455,0.0082761951134104,0.615151515151515
207,PDA,motorneuron,GS,8,8,16,22,22,44,0.0,0.0,123.512708709819,0.0015924384197135,inf,0.0028012555043904,0.196428571428571,0.0041108194605669,0.308035714285714,motorneuron,GS,12,12,24,61,61,122,0,0.0,373.864212658228,0.0029416817160657,inf,0.007520583313269,0.371212121212121,0.0120029319072534,0.661616161616162
208,DB01,motorneuron,GS,7,7,14,32,32,64,0.0,0.0,183.988459961118,0.0023721469271179,inf,0.0050629340622451,0.214285714285714,0.00700197446186,0.333333333333333,motorneuron,GS,3,3,6,25,25,50,0,0.0,2.04545454545455,1.60942824525111e-05,inf,0.0257994063777678,0.833333333333333,0.0220716390909105,0.833333333333333
209,DB02,motorneuron,GS,5,5,10,24,24,48,0.0,0.0,44.6665573316099,0.0005758819696708,inf,0.0051711732839167,0.3,0.0079359251880364,0.45,motorneuron,GS,5,5,10,27,27,54,0,0.0,19.1733785448865,0.0001508621986032,inf,0.014161830292376,0.7,0.01661183367199,0.8
210,DB03,motorneuron,GS,8,8,16,31,31,62,644.0,0.0083030349913617,552.921926626795,0.0071287734538407,inf,0.0041976769559772,0.357142857142857,0.0063909007352634,0.517857142857143,motorneuron,GS,9,9,18,43,43,86,865,0.0068060932238063,165.448383075998,0.0013018001375066,inf,0.0079132651187809,0.458333333333333,0.0102562069590233,0.65625
211,DB04,motorneuron,GS,6,6,12,17,17,34,2.0,2.57858229545396e-05,334.571112886165,0.0043135957412929,inf,0.0072300424524822,0.533333333333333,0.0090792555662308,0.744444444444444,motorneuron,GS,8,8,16,23,23,46,0,0.0,57.430822945786,0.0004518838553629,inf,0.0089960125888092,0.607142857142857,0.010498331033774,0.779761904761905
212,DB05,motorneuron,GS,4,4,8,17,17,34,2.0,2.57858229545396e-05,3.36596736596737,4.33971192847962e-05,inf,0.0151867956640095,0.833333333333333,0.0167915065727314,0.916666666666667,motorneuron,GS,9,9,18,46,46,92,6,4.72098951940327e-05,860.429560604048,0.0067701315629941,inf,0.0086419740447501,0.444444444444444,0.0113573230686106,0.576388888888889
213,DB06,motorneuron,GS,4,4,8,18,18,36,0.0,0.0,5.55470640692352,7.16163379866884e-05,inf,0.0167499756393671,0.833333333333333,0.0184925602662793,0.916666666666667,motorneuron,GS,11,11,22,56,56,112,0,0.0,327.421765709632,0.0025762578738994,inf,0.010704101014658,0.454545454545455,0.014842274717791,0.693939393939394
214,DB07,motorneuron,GS,11,11,22,45,45,90,1024.0,0.0132023413527243,408.266174854282,0.0052637396515598,inf,0.0045866569764846,0.218181818181818,0.0075191765075169,0.35,motorneuron,GS,7,7,14,52,52,104,5184,0.0407893494476442,220.828461074233,0.0017375480838623,inf,0.0144963180466024,0.642857142857143,0.0176722878649325,0.777777777777778
215,AS01,motorneuron,GS,5,5,10,10,10,20,0.0,0.0,178.554218581787,0.002302083734068,inf,0.0008617738760127,0.1,0.0008617738760127,0.1,motorneuron,GS,1,1,2,3,3,6,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
216,AS02,motorneuron,GS,3,3,6,13,13,26,0.0,0.0,9.09050165520754,0.0001172030331245,inf,0.0,0.0,0.0,0.0,motorneuron,GS,3,3,6,13,13,26,0,0.0,12.8077578630678,0.0001007754843976,inf,0.0,0.0,0.0,0.0
217,AS03,motorneuron,GS,3,3,6,3,3,6,0.0,0.0,19.9827485527219,0.0002576358081627,inf,0.0019229994270765,0.333333333333333,0.0019229994270765,0.333333333333333,motorneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
218,AS04,motorneuron,GS,1,1,2,4,4,8,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,motorneuron,GS,1,1,2,4,4,8,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
219,AS05,motorneuron,GS,2,2,4,5,5,10,0.0,0.0,16.7630775353062,0.0002161248747493,inf,0.0,0.0,0.0,0.0,motorneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
220,AS06,motorneuron,GS,4,4,8,9,9,18,0.0,0.0,51.314506672993,0.0006615933920346,inf,0.0054145956571209,0.5,0.0077747286415612,0.722222222222222,motorneuron,GS,0,0,0,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
221,AS07,motorneuron,GS,0,0,0,0,0,0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,motorneuron,GS,6,6,12,69,69,138,0,0.0,4.84310462655302,3.81070769722171e-05,inf,0.0316599290485908,0.666666666666667,0.0347458247409468,0.833333333333333
222,AS08,motorneuron,GS,0,0,0,0,0,0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,motorneuron,GS,3,3,6,22,22,44,0,0.0,0.0,0.0,inf,0.0431181857925404,1.0,0.0431181857925404,1.0
223,AS09,motorneuron,GS,0,0,0,0,0,0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,motorneuron,GS,5,5,10,35,35,70,0,0.0,275.379779923749,0.0021667750914593,inf,0.0169232438440141,0.45,0.0182429243192209,0.5
224,AS10,motorneuron,GS,7,7,14,14,14,28,0.0,0.0,164.955716085245,0.0021267594451567,inf,0.0025510930736081,0.19047619047619,0.0034503533018021,0.253968253968254,motorneuron,GS,6,6,12,20,20,40,0,0.0,460.10601040718,0.0036202594215779,inf,0.0070980207076397,0.233333333333333,0.0067691924310623,0.2
225,AS11,motorneuron,GS,12,12,24,42,42,84,28.0,0.0003610015213635,254.01907402605,0.0032750454349559,inf,0.0039127374137511,0.28030303030303,0.0066073444102546,0.564393939393939,motorneuron,GS,10,10,20,44,44,88,28,0.0002203128442388,676.662382346761,0.0053241933587225,inf,0.0018208915030932,0.133333333333333,0.0022658203026932,0.166666666666667
226,PDB,motorneuron,GS,8,9,17,33,35,68,30.0,0.000386787344318,97.3713539435027,0.0012554002468154,inf,0.002729759467174,0.234375,0.0050491609566424,0.4125,motorneuron,GS,24,24,48,164,164,328,5095,0.0400890693355994,1888.97713846888,0.0148630687885066,inf,0.0033889480872317,0.161231884057971,0.0081613228853555,0.451992753623188
227,DD01,motorneuron,GS,9,9,18,20,20,40,570.0,0.0073489595420437,1124.44495116732,0.0144973692164632,inf,0.0013392718628454,0.125,0.001854921286287,0.178240740740741,motorneuron,GS,3,3,6,13,13,26,14,0.0001101564221194,16.4426013641531,0.0001293755811864,inf,0.0116853577073369,0.833333333333333,0.0119800899983544,0.833333333333333
228,DD02,motorneuron,GS,5,5,10,12,12,24,32.0,0.0004125731672726,381.042678821199,0.0049127495271034,inf,0.0030775078902044,0.4,0.0052478275880007,0.641666666666667,motorneuron,GS,5,5,10,12,12,24,646,0.0050829320492241,528.020517194772,0.004154632212844,inf,0.0030775078902044,0.4,0.0052478275880007,0.641666666666667
229,DD03,motorneuron,GS,7,7,14,11,11,22,28.0,0.0003610015213635,601.464810598465,0.0077546325597388,inf,0.0018140610938573,0.238095238095238,0.0028817697155255,0.353174603174603,motorneuron,GS,7,7,14,11,11,22,1264,0.0099455512542095,2277.77511443945,0.0179222540713771,inf,0.0021325579636041,0.261904761904762,0.0033897558835806,0.414285714285714
230,DD04,motorneuron,GS,7,7,14,14,14,28,265.5,0.0034230679972151,504.688178743808,0.0065069000121684,inf,0.0020088543089369,0.261904761904762,0.0028665785812636,0.353174603174603,motorneuron,GS,14,14,28,67,67,134,1920,0.0151071664620905,743.985809124927,0.0058539153457725,inf,0.0057663225137787,0.335164835164835,0.0101564447329552,0.608058608058608
231,DD05,motorneuron,GS,5,5,10,10,10,20,696.0,0.0089734663881797,149.868234711456,0.0019322378833894,inf,0.003240476145429,0.4,0.0055511636780658,0.641666666666667,motorneuron,GS,19,19,38,96,96,192,1271,0.0100006294652693,1332.77119205331,0.0104866647157438,inf,0.004454846865519,0.245614035087719,0.0091429619008973,0.552534113060429
232,DD06,motorneuron,GS,17,16,33,83,81,164,1256.0,0.0161934968154509,465.868335717351,0.0060063992124668,inf,0.0070533733070655,0.39453125,0.0112697651996976,0.6708984375,motorneuron,GS,11,11,22,32,32,64,0,0.0,362.815123104931,0.0028547439894323,inf,0.0038694526319296,0.318181818181818,0.0063022497467007,0.524242424242424
233,VA01,motorneuron,GS,3,3,6,21,21,42,0.0,0.0,0.0,0.0,inf,0.0281540060621119,1.0,0.0281540060621119,1.0,motorneuron,GS,3,3,6,21,21,42,0,0.0,0.0,0.0,inf,0.0374938239597651,1.0,0.0374938239597651,1.0
234,VA02,motorneuron,GS,6,6,12,30,30,60,0.0,0.0,286.737759758408,0.0036968845537558,inf,0.0058187396132495,0.3,0.0068460122170366,0.333333333333333,motorneuron,GS,4,4,8,16,16,32,1248,0.0098196582003588,1298.06647938281,0.0102135970744249,inf,0.0076817055203536,0.583333333333333,0.0072176210538601,0.5
235,VA03,motorneuron,GS,7,7,14,18,18,36,310.0,0.0039968025579536,954.904391698971,0.012311497791431,inf,0.002924638794885,0.19047619047619,0.0034896693524305,0.238095238095238,motorneuron,GS,5,5,10,15,15,30,1616,0.0127151984389261,2146.674862272,0.0168907158772543,inf,0.0049922011753245,0.1,0.0049922011753245,0.1
236,VA04,motorneuron,GS,5,5,10,20,20,40,544.0,0.0070137438436347,343.173850578612,0.0044245100768238,inf,0.0046495704059028,0.3,0.0046495704059028,0.3,motorneuron,GS,5,5,10,20,20,40,642,0.0050514587857615,391.398530707534,0.0030796472689668,inf,0.0068944573990994,0.3,0.0068944573990994,0.3
237,VA05,motorneuron,GS,3,3,6,11,11,22,198.0,0.0025527964724994,32.0466383049813,0.0004131744708102,inf,0.0047425244059867,0.333333333333333,0.0047425244059867,0.333333333333333,motorneuron,GS,1,1,2,5,5,10,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
238,VA06,motorneuron,GS,3,3,6,15,15,30,0.0,0.0,0.0,0.0,inf,0.0144019113271691,1.0,0.0144352421077202,1.0,motorneuron,GS,3,3,6,15,15,30,0,0.0,0.0,0.0,inf,0.0144019113271691,1.0,0.0144352421077202,1.0
239,VA07,motorneuron,GS,3,3,6,8,8,16,0.0,0.0,0.0,0.0,inf,0.0138691423102977,1.0,0.0138691423102977,1.0,motorneuron,GS,3,3,6,8,8,16,0,0.0,0.0,0.0,inf,0.0200206616526631,1.0,0.0200206616526631,1.0
240,VA08,motorneuron,GS,2,2,4,4,4,8,0.0,0.0,0.0,0.0,inf,0.0166406705844152,1.0,0.0166406705844152,1.0,motorneuron,GS,3,3,6,7,7,14,0,0.0,0.0,0.0,inf,0.0244008312231088,1.0,0.0244008312231088,1.0
241,VA09,motorneuron,GS,4,4,8,16,15,31,0.0,0.0,127.17235748012,0.0016396219473469,inf,0.0132229724853888,0.5,0.0132229724853888,0.5,motorneuron,GS,14,14,28,137,137,274,0,0.0,128.626658868323,0.001012075180722,inf,0.0174201357397156,0.450549450549451,0.0225609007689058,0.714285714285714
242,VA10,motorneuron,GS,6,6,12,15,15,30,0.0,0.0,44.7776141840405,0.0005773138158381,inf,0.0062811210420299,0.4,0.0075525552410524,0.533333333333333,motorneuron,GS,16,16,32,179,179,358,9074,0.0713970981651087,624.990749808603,0.0049176246326173,inf,0.0148886867331897,0.4,0.0235012001586145,0.6625
243,VA11,motorneuron,GS,7,7,14,29,29,58,146.0,0.0018823650756813,50.679912432598,0.0006534116246692,inf,0.0089780100505034,0.571428571428571,0.0112143868069938,0.785714285714286,motorneuron,GS,15,15,30,78,78,156,23,0.0001809712649104,276.401200193164,0.0021748119487706,inf,0.0083005918581442,0.385714285714286,0.0116013037531875,0.614285714285714
244,VA12,motorneuron,GS,13,13,26,70,70,140,1076.0,0.0138727727495423,228.363059441504,0.0029442647100578,inf,0.0070048702966228,0.326923076923077,0.0110830156018142,0.555555555555555,motorneuron,GS,19,19,38,101,101,202,120,0.0009441979038806,633.91862437249,0.0049878719696951,inf,0.0081748031282448,0.321637426900585,0.0136600474141825,0.58869395711501
245,VB01,motorneuron,GS,7,7,14,15,15,30,26.0,0.000335215698409,585.53150704264,0.0075492058874531,inf,0.0005783978994048,0.0476190476190476,0.0005783978994048,0.0476190476190476,motorneuron,GS,2,2,4,3,3,6,0,0.0,0.0,0.0,inf,0.0170787800361636,1.5,0.0121463558875027,1.0
246,VB02,motorneuron,GS,6,6,12,34,34,68,578.0,0.0074521028338619,36.897160411583,0.0004757118229491,inf,0.0099166256150278,0.533333333333333,0.0133553665587378,0.755555555555555,motorneuron,GS,5,5,10,33,33,66,777,0.0061136814276272,50.1570194038028,0.0003946512715497,inf,0.0173186280133321,0.7,0.017400674129017,0.783333333333333
247,VB03,motorneuron,GS,5,5,10,24,24,48,0.0,0.0,57.4175447153136,0.0007402793212567,inf,0.0083926066470246,0.4,0.0106250642552464,0.5,motorneuron,GS,5,5,10,24,24,48,0,0.0,134.279701525727,0.0010565551059526,inf,0.0096440715961598,0.45,0.0106250642552464,0.5
248,VB04,motorneuron,GS,6,6,12,12,12,24,0.0,0.0,16.9166271430288,0.000218104576249,inf,0.0067958859180984,0.533333333333333,0.0086770669762809,0.766666666666667,motorneuron,GS,6,6,12,12,12,24,0,0.0,17.9570016540946,0.0001412913610148,inf,0.0091429654456961,0.666666666666667,0.0093890649169253,0.8
249,VB05,motorneuron,GS,4,4,8,12,12,24,0.0,0.0,0.666666666666667,8.59527431817986e-06,inf,0.0116462790810251,0.833333333333333,0.0125847197133864,0.916666666666667,motorneuron,GS,9,10,19,33,34,67,4,3.14732634626884e-05,204.796307807952,0.0016114020379563,inf,0.0071595181969547,0.45679012345679,0.009679497555226,0.681069958847737
250,VB06,motorneuron,GS,5,5,10,18,18,36,2.0,2.57858229545396e-05,6.09248251748252,7.85498377747159e-05,inf,0.0105205984911987,0.7,0.0126028138783533,0.85,motorneuron,GS,17,17,34,84,80,164,0,0.0,663.17766975156,0.0052180913806656,inf,0.0083572019081574,0.378676470588235,0.0138140066684865,0.660539215686274
251,VB07,motorneuron,GS,6,6,12,19,19,38,4.0,5.15716459090792e-05,11.0062317597708,0.000141902371777,inf,0.0089296347299851,0.6,0.0114023347979241,0.8,motorneuron,GS,13,12,25,70,73,143,556,0.0043747836213136,105.883927964699,0.0008331281903243,inf,0.0090374376291226,0.458333333333333,0.014182168232903,0.722222222222222
252,VB08,motorneuron,GS,5,5,10,21,21,42,8.0,0.0001031432918181,35.3808558962656,0.0004561622430605,inf,0.0093781321116597,0.5,0.0103064498783823,0.55,motorneuron,GS,23,23,46,155,155,310,943,0.0074198218613288,1694.80075677703,0.0133352276837018,inf,0.0080103725263541,0.322134387351779,0.0146426437035836,0.568903318903319
253,VB09,motorneuron,GS,5,5,10,25,25,50,22.0,0.0002836440524999,42.9560088573287,0.0005538280196143,inf,0.0098891826959326,0.5,0.0142872367734607,0.716666666666667,motorneuron,GS,24,24,48,159,159,318,12682,0.0997859818084537,1491.96391207882,0.01173924332042,inf,0.0081281865677543,0.307971014492754,0.0139932212438934,0.590579710144928
254,VB10,motorneuron,GS,10,10,20,23,23,46,0.0,0.0,289.865290654411,0.0037372075327404,inf,0.0026961945584231,0.222222222222222,0.0046000410533062,0.401851851851852,motorneuron,GS,21,21,42,86,86,172,435,0.0034227174015673,893.02703399225,0.0070266187800353,inf,0.0055782171584005,0.319047619047619,0.0093968956144157,0.579761904761905
255,VB11,motorneuron,GS,10,10,20,30,30,60,18.0,0.0002320724065908,327.481336295388,0.0042221878793144,inf,0.0041062580195898,0.244444444444444,0.0049040262474263,0.307407407407407,motorneuron,GS,16,16,32,61,61,122,2,1.57366317313442e-05,877.940987586955,0.0069079170017542,inf,0.00543872949817,0.358333333333333,0.009254330375317,0.65
256,VD01,motorneuron,GS,9,9,18,20,20,40,2082.0,0.0268430416956757,1281.36750597588,0.016520557824397,inf,0.0017509113050746,0.138888888888889,0.0017577454196797,0.148148148148148,motorneuron,GS,1,1,2,4,4,8,0,0.0,0.0,0.0,inf,inf,inf,0.0,0.0
257,VD02,motorneuron,GS,5,5,10,18,18,36,1394.0,0.0179727185993141,149.332391087311,0.0019253292989777,inf,0.0086092281875481,0.65,0.010295672331674,0.416666666666667,motorneuron,GS,5,5,10,18,18,36,646,0.0050829320492241,763.787841794599,0.0060097239935999,inf,0.0076934567935054,0.55,0.0100719256549211,0.166666666666667
258,VD03,motorneuron,GS,5,5,10,19,19,38,542.0,0.0069879580206802,519.921700799489,0.0067033044635193,inf,0.0048769051238245,0.35,0.0059775434830822,0.433333333333333,motorneuron,GS,5,5,10,19,19,38,384,0.003021433292418,793.414296337485,0.0062428342959233,inf,0.0048769051238245,0.35,0.0059775434830822,0.433333333333333
259,VD04,motorneuron,GS,3,3,6,9,9,18,10.0,0.0001289291147726,18.0459119634796,0.0002326643454717,inf,0.0047324660466687,0.666666666666667,0.0059438797752234,0.833333333333333,motorneuron,GS,3,3,6,9,9,18,10,7.86831586567211e-05,15.6294006804339,0.0001229770613448,inf,0.0047324660466687,0.666666666666667,0.0059438797752234,0.833333333333333
